1.5,8.5
1.50814,8.51914
1.51628,8.53828
1.53257,8.57656
1.54071,8.5957
1.54885,8.61484
1.557,8.63398
1.57328,8.67226
1.58142,8.6914
1.58957,8.71054
1.59771,8.72968
1.61399,8.76796
1.62214,8.7871
1.63028,8.80624
1.63842,8.82538
1.65471,8.86366
1.66285,8.8828
1.67099,8.90194
1.67913,8.92108
1.69542,8.95936
1.70356,8.9785
1.7117,8.99764
1.71985,9.01678
1.73613,9.05506
1.74427,9.0742
1.75241,9.09334
1.76056,9.11248
1.77684,9.15076
1.78498,9.1699
1.79313,9.18904
1.80127,9.20818
1.81755,9.24646
1.8257,9.2656
1.83384,9.28474
1.84198,9.30388
1.85827,9.34216
1.86641,9.3613
1.87455,9.38044
1.88269,9.39958
1.89084,9.41872
1.90712,9.457
1.91526,9.47614
1.92341,9.49528
1.93969,9.53356
1.94783,9.5527
1.95598,9.57184
1.96412,9.59098
1.9804,9.62926
1.98855,9.6484
1.99669,9.66754
2.00483,9.68668
2.01297,9.70582
2.02104,9.68665
2.02911,9.66748
2.03717,9.64831
2.0533,9.60996
2.06137,9.59079
2.06944,9.57162
2.08557,9.53327
2.09364,9.5141
2.1017,9.49493
2.10977,9.47576
2.11784,9.45658
2.13397,9.41824
2.14204,9.39907
2.1501,9.3799
2.15817,9.36072
2.1743,9.32238
2.18237,9.30321
2.19043,9.28403
2.1985,9.26486
2.21463,9.22652
2.2227,9.20735
2.23077,9.18817
2.23883,9.169
2.25496,9.13066
2.26303,9.11148
2.2711,9.09231
2.27916,9.07314
2.2953,9.0348
2.30336,9.01562
2.31143,8.99645
2.32756,8.95811
2.33563,8.93893
2.3437,8.91976
2.35176,8.90059
2.35983,8.88142
2.37596,8.84307
2.38403,8.8239
2.39209,8.80473
2.40016,8.78556
2.41629,8.74721
2.42436,8.72804
2.43243,8.70887
2.44049,8.6897
2.45662,8.65135
2.46469,8.63218
2.47276,8.61301
2.48082,8.59383
2.49696,8.55549
2.50502,8.53632
2.51309,8.51715
2.52116,8.49797
2.51687,8.50745
2.51258,8.51692
2.50829,8.5264
2.49972,8.54535
2.49543,8.55482
2.49114,8.5643
2.48685,8.57377
2.47828,8.59272
2.47399,8.6022
2.4697,8.61167
2.46541,8.62115
2.45684,8.6401
2.45255,8.64957
2.44826,8.65905
2.44398,8.66852
2.4354,8.68747
2.43111,8.69695
2.42682,8.70642
2.42254,8.7159
2.41396,8.73485
2.40967,8.74432
2.40539,8.7538
2.4011,8.76327
2.39252,8.78222
2.38823,8.7917
2.38395,8.80117
2.37966,8.81065
2.37108,8.8296
2.3668,8.83907
2.36251,8.84855
2.35393,8.8675
2.34964,8.87697
2.34536,8.88645
2.34107,8.89592
2.33678,8.9054
2.3282,8.92435
2.32392,8.93382
2.31963,8.9433
2.31534,8.95277
2.30677,8.97172
2.30248,8.9812
2.29819,8.99067
2.2939,9.00015
2.28533,9.0191
2.28104,9.02857
2.27675,9.03805
2.27246,9.04752
2.26389,9.06647
2.2596,9.07595
2.25531,9.08542
2.25102,9.0949
2.24303,9.09471
2.23503,9.09453
2.22703,9.09435
2.21103,9.09399
2.20304,9.0938
2.19504,9.09362
2.18704,9.09344
2.17105,9.09308
2.16305,9.09289
2.15505,9.09271
2.14705,9.09253
2.13106,9.09217
2.12306,9.09199
2.11506,9.0918
2.10706,9.09162
2.09107,9.09126
2.08307,9.09108
2.07507,9.09089
2.06707,9.09071
2.05108,9.09035
2.04308,9.09017
2.03508,9.08998
2.02708,9.0898
2.01109,9.08944
2.00309,9.08926
1.99509,9.08907
1.98709,9.08889
1.9711,9.08853
1.9631,9.08835
1.9551,9.08816
1.9471,9.08798
1.93111,9.08762
1.92311,9.08744
1.91511,9.08725
1.90711,9.08707
1.89112,9.08671
1.88312,9.08653
1.87512,9.08634
1.86712,9.08616
1.85113,9.0858
1.84313,9.08562
1.83513,9.08543
1.82713,9.08525
1.81114,9.08489
1.80314,9.08471
1.79514,9.08453
1.78714,9.08434
1.77115,9.08398
1.76315,9.0838
1.75515,9.08362
1.74715,9.08343
