8.02515,8.75947
8.05433,8.76703
8.10969,8.79072
8.13531,8.8066
8.15921,8.82498
8.18114,8.84566
8.21825,8.89307
8.23305,8.91933
8.24515,8.94694
8.25441,8.97563
8.2641,9.03505
8.26443,9.0652
8.26174,9.09522
8.25605,9.12482
8.23592,9.18157
8.2217,9.20815
8.20488,9.23316
8.18564,9.25637
8.14068,9.29641
8.11541,9.31286
8.08862,9.32668
8.06059,9.33775
8.00189,9.3512
7.97184,9.35345
7.9417,9.35266
7.9118,9.34886
7.85388,9.33239
7.82646,9.31988
7.80042,9.30469
7.77604,9.28696
7.73322,9.24463
7.7152,9.22046
7.6997,9.19461
7.68688,9.16733
7.66972,9.10961
7.66557,9.07976
7.66444,9.04964
7.66633,9.01955
7.67909,8.96071
7.68983,8.93254
7.70334,8.90559
7.71948,8.88014
7.759,8.83471
7.78198,8.81519
7.80679,8.79808
7.8332,8.78355
7.88971,8.76276
7.91924,8.75672
7.94923,8.75367
7.97938,8.75365
8.03891,8.76264
